at-risk kokkos classes: 205
unguarded freeing dtors in their chains: 96
BondQuarticExp                 src/EXTRA-MOLECULE/bond_quartic_exp.cpp                 39 mentions=True  wrapped=True  n=1 ['BondQuarticExpKokkos']
BondQuarticExpKokkos           src/KOKKOS/bond_quartic_exp_kokkos.cpp                  49 mentions=True  wrapped=True  n=1 ['BondQuarticExpKokkos']
BondQuarticKokkos              src/KOKKOS/bond_quartic_kokkos.cpp                      62 mentions=True  wrapped=True  n=1 ['BondQuarticKokkos']
ComputeGridLocal               src/ML-SNAP/compute_grid_local.cpp                      63 mentions=False wrapped=False n=3 ['ComputeSNAGridLocalKokkos', 'ComputeSNAGridLocalKokkosDevice', 'ComputeSNAGridLocalKokkosHost']
ComputeTemp                    src/compute_temp.cpp                                    42 mentions=True  wrapped=False n=1 ['ComputeTempKokkos']
ComputeTempCOM                 src/compute_temp_com.cpp                                45 mentions=True  wrapped=False n=1 ['ComputeTempCOMKokkos']
DihedralCharmm                 src/MOLECULE/dihedral_charmm.cpp                        52 mentions=True  wrapped=True  n=1 ['DihedralCharmmKokkos']
DihedralCharmmKokkos           src/KOKKOS/dihedral_charmm_kokkos.cpp                   60 mentions=True  wrapped=True  n=1 ['DihedralCharmmKokkos']
DihedralCharmmfsw              src/MOLECULE/dihedral_charmmfsw.cpp                     55 mentions=True  wrapped=True  n=1 ['DihedralCharmmfswKokkos']
DihedralCharmmfswKokkos        src/KOKKOS/dihedral_charmmfsw_kokkos.cpp                67 mentions=True  wrapped=True  n=1 ['DihedralCharmmfswKokkos']
DihedralClass2Kokkos           src/KOKKOS/dihedral_class2_kokkos.cpp                   58 mentions=True  wrapped=True  n=1 ['DihedralClass2Kokkos']
DihedralClass2xeKokkos         src/KOKKOS/dihedral_class2xe_kokkos.cpp                 59 mentions=True  wrapped=True  n=1 ['DihedralClass2xeKokkos']
DihedralCosineShiftExpKokkos   src/KOKKOS/dihedral_cosine_shift_exp_kokkos.cpp         59 mentions=True  wrapped=True  n=1 ['DihedralCosineShiftExpKokkos']
DihedralCosineSquaredRestrictedKokkos src/KOKKOS/dihedral_cosine_squared_restricted_kokkos.cpp    61 mentions=True  wrapped=True  n=1 ['DihedralCosineSquaredRestrictedKokkos']
DihedralFourierKokkos          src/KOKKOS/dihedral_fourier_kokkos.cpp                  61 mentions=True  wrapped=True  n=1 ['DihedralFourierKokkos']
DihedralHarmonic               src/MOLECULE/dihedral_harmonic.cpp                      44 mentions=True  wrapped=True  n=1 ['DihedralHarmonicKokkos']
DihedralHarmonicKokkos         src/KOKKOS/dihedral_harmonic_kokkos.cpp                 57 mentions=True  wrapped=True  n=1 ['DihedralHarmonicKokkos']
DihedralHelixKokkos            src/KOKKOS/dihedral_helix_kokkos.cpp                    62 mentions=True  wrapped=True  n=1 ['DihedralHelixKokkos']
DihedralMultiHarmonic          src/MOLECULE/dihedral_multi_harmonic.cpp                46 mentions=True  wrapped=True  n=1 ['DihedralMultiHarmonicKokkos']
DihedralMultiHarmonicKokkos    src/KOKKOS/dihedral_multi_harmonic_kokkos.cpp           58 mentions=True  wrapped=True  n=1 ['DihedralMultiHarmonicKokkos']
DihedralNHarmonicKokkos        src/KOKKOS/dihedral_nharmonic_kokkos.cpp                61 mentions=True  wrapped=True  n=1 ['DihedralNHarmonicKokkos']
DihedralOPLS                   src/MOLECULE/dihedral_opls.cpp                          47 mentions=True  wrapped=True  n=1 ['DihedralOPLSKokkos']
DihedralOPLSKokkos             src/KOKKOS/dihedral_opls_kokkos.cpp                     59 mentions=True  wrapped=True  n=1 ['DihedralOPLSKokkos']
DihedralQuadraticKokkos        src/KOKKOS/dihedral_quadratic_kokkos.cpp                62 mentions=True  wrapped=True  n=1 ['DihedralQuadraticKokkos']
DihedralSphericalKokkos        src/KOKKOS/dihedral_spherical_kokkos.cpp                60 mentions=True  wrapped=True  n=1 ['DihedralSphericalKokkos']
DihedralTableCutKokkos         src/KOKKOS/dihedral_table_cut_kokkos.cpp                62 mentions=True  wrapped=True  n=1 ['DihedralTableCutKokkos']
DihedralTableKokkos            src/KOKKOS/dihedral_table_kokkos.cpp                    62 mentions=True  wrapped=True  n=1 ['DihedralTableKokkos']
FixShardlow                    src/DPD-REACT/fix_shardlow.cpp                         118 mentions=False wrapped=False n=1 ['FixShardlowKokkos']
ImproperClass2Kokkos           src/KOKKOS/improper_class2_kokkos.cpp                   54 mentions=True  wrapped=True  n=1 ['ImproperClass2Kokkos']
ImproperCossqKokkos            src/KOKKOS/improper_cossq_kokkos.cpp                    56 mentions=True  wrapped=True  n=1 ['ImproperCossqKokkos']
ImproperCvffKokkos             src/KOKKOS/improper_cvff_kokkos.cpp                     56 mentions=True  wrapped=True  n=1 ['ImproperCvffKokkos']
ImproperDistHarmKokkos         src/KOKKOS/improper_distharm_kokkos.cpp                 49 mentions=True  wrapped=True  n=1 ['ImproperDistHarmKokkos']
ImproperDistanceKokkos         src/KOKKOS/improper_distance_kokkos.cpp                 49 mentions=True  wrapped=True  n=1 ['ImproperDistanceKokkos']
ImproperFourierKokkos          src/KOKKOS/improper_fourier_kokkos.cpp                  52 mentions=True  wrapped=True  n=1 ['ImproperFourierKokkos']
ImproperHarmonic               src/MOLECULE/improper_harmonic.cpp                      47 mentions=True  wrapped=True  n=1 ['ImproperHarmonicKokkos']
ImproperHarmonicKokkos         src/KOKKOS/improper_harmonic_kokkos.cpp                 56 mentions=True  wrapped=True  n=1 ['ImproperHarmonicKokkos']
ImproperInversionHarmonicKokkos src/KOKKOS/improper_inversion_harmonic_kokkos.cpp       49 mentions=True  wrapped=True  n=1 ['ImproperInversionHarmonicKokkos']
ImproperRingKokkos             src/KOKKOS/improper_ring_kokkos.cpp                     51 mentions=True  wrapped=True  n=1 ['ImproperRingKokkos']
ImproperSQDistHarmKokkos       src/KOKKOS/improper_sqdistharm_kokkos.cpp               49 mentions=True  wrapped=True  n=1 ['ImproperSQDistHarmKokkos']
ImproperUmbrellaKokkos         src/KOKKOS/improper_umbrella_kokkos.cpp                 52 mentions=True  wrapped=True  n=1 ['ImproperUmbrellaKokkos']
NeighborKokkos                 src/KOKKOS/neighbor_kokkos.cpp                          52 mentions=True  wrapped=True  n=1 ['NeighborKokkos']
Pair                           src/pair.cpp                                           138 mentions=True  wrapped=False n=35 ['PairADPKokkos', 'PairBondValKokkos', 'PairBondValVecKokkos']
PairCoulDSFKokkos              src/KOKKOS/pair_coul_dsf_kokkos.cpp                     55 mentions=True  wrapped=True  n=1 ['PairCoulDSFKokkos']
PairCoulWolfCSKokkos           src/KOKKOS/pair_coul_wolf_cs_kokkos.cpp                 58 mentions=True  wrapped=True  n=1 ['PairCoulWolfCSKokkos']
PairCoulWolfKokkos             src/KOKKOS/pair_coul_wolf_kokkos.cpp                    53 mentions=True  wrapped=True  n=1 ['PairCoulWolfKokkos']
PairSWKokkos                   src/KOKKOS/pair_sw_kokkos.cpp                           62 mentions=True  wrapped=True  n=1 ['PairSWKokkos']
PairSWMODKokkos                src/KOKKOS/pair_sw_mod_kokkos.cpp                       62 mentions=True  wrapped=True  n=1 ['PairSWMODKokkos']
PairTersoffKokkos              src/KOKKOS/pair_tersoff_kokkos.cpp                      82 mentions=True  wrapped=True  n=1 ['PairTersoffKokkos']
PairTersoffMODCKokkos          src/KOKKOS/pair_tersoff_mod_c_kokkos.cpp                70 mentions=True  wrapped=True  n=1 ['PairTersoffMODCKokkos']
PairTersoffMODKokkos           src/KOKKOS/pair_tersoff_mod_kokkos.cpp                  70 mentions=True  wrapped=True  n=1 ['PairTersoffMODKokkos']
PairTersoffZBLKokkos           src/KOKKOS/pair_tersoff_zbl_kokkos.cpp                  83 mentions=True  wrapped=True  n=1 ['PairTersoffZBLKokkos']
PairVashishtaKokkos            src/KOKKOS/pair_vashishta_kokkos.cpp                    58 mentions=True  wrapped=True  n=1 ['PairVashishtaKokkos']
