# Time-averaged data for fix f1
# TimeStep Number-of-rows
# Row c_pfull[1] c_pfull[2] c_pfull[3] c_pfull[4] c_pfull[5] c_pfull[6] c_pfull[7] c_pfull[8]
0 395
57 3.39558 0 0 0 0 -1.15959 -1.38848 -0.792997
58 3.45568 0 0 0 0 -0.63225 -0.605199 -0.740704
59 3.51578 0 0 0 0 -0.235746 0.239063 -0.445994
60 3.57588 0 0 0 0 -0.67287 -1.65428 -0.437205
61 3.63598 0 0 0 0 -0.964908 -1.51322 -0.485243
62 3.69608 0 0 0 0 -0.458595 -1.16005 -0.35704
63 3.75618 0 0 0 0 0.426374 0.000862025 -0.25365
64 3.81627 0 0 0 0 1.05724 -0.0822624 -0.25008
65 3.87637 0 0 0 0 0.487183 -0.275953 -0.251688
66 3.93647 0 0 0 0 -0.825832 -1.33625 -0.0547723
67 3.99657 0 0 0 0 -0.337464 -1.50747 0.076466
68 4.05667 0 0 0 0 -0.496812 -0.706065 0.201638
69 4.11677 0 0 0 0 -0.741645 0.762245 0.20032
70 4.17687 0 0 0 0 -0.934904 -0.568871 0.14038
71 4.23697 0 0 0 0 -1.55944 -1.07212 -0.0594201
72 4.29706 0 0 0 0 -1.11833 -0.455036 -0.282628
73 4.35716 0 0 0 0 -0.994364 0.36514 -0.197581
74 4.41726 0 0 0 0 -1.40722 -0.200563 -0.198907
75 4.47736 0 0 0 0 -0.908096 -0.942952 -0.236344
76 4.53746 0 0 0 0 -0.971185 -0.144343 -0.278786
77 4.59756 0 0 0 0 -0.999227 2.03032 -0.289277
78 4.65766 0 0 0 0 -1.35482 1.81477 -0.244628
79 4.71776 0 0 0 0 -1.60332 2.18579 -0.212327
80 4.77786 0 0 0 0 -1.75639 0.872977 -0.00451936
81 4.83795 0 0 0 0 -0.824526 -0.136115 0.55869
82 4.89805 0 0 0 0 -0.13318 -0.302111 1.10397
83 4.95815 0 0 0 0 2.02375 0.0590507 1.33972
84 5.01825 0 0 0 0 2.5298 -0.460484 1.35878
85 5.07835 0 0 0 0 1.58373 -0.569535 1.31455
86 5.13845 0 0 0 0 0.450183 -0.896638 1.39203
87 5.19855 0 0 0 0 -0.311272 -0.906165 1.30941
88 5.25865 0 0 0 0 0.101433 -0.656117 1.81994
89 5.31874 0 0 0 0 0.66851 -0.0345467 2.51494
90 5.37884 0 0 0 0 0.0169026 0.305101 2.65152
91 5.43894 0 0 0 0 -0.149972 1.33817 2.37546
92 5.49904 0 0 0 0 1.90949 1.16997 2.34762
93 5.55914 0 0 0 0 1.08375 1.33432 2.27749
94 5.61924 0 0 0 0 -1.53137 0.868117 2.37143
95 5.67934 0 0 0 0 -1.2609 0.274 1.89508
96 5.73944 0 0 0 0 -1.36775 0.573654 0.99644
97 5.79953 0 0 0 0 0.436475 1.76813 0.765319
98 5.85963 0 0 0 0 1.02271 1.25648 0.810909
99 5.91973 0 0 0 0 5.5057 6.45664 1.19396
100 5.97983 0 0 0 0 4.09167 4.18508 1.36884
101 6.03993 0 0 0 0 1.41455 2.99835 1.16511
102 6.10003 0 0 0 0 -0.821484 1.33781 0.574147
103 6.16013 0 0 0 0 -2.12022 0.174325 -0.0377298
104 6.22023 0 0 0 0 -1.54545 0.926058 -0.383789
105 6.28033 0 0 0 0 -2.07868 -1.03297 -0.265326
106 6.34042 0 0 0 0 -1.09485 -0.125724 -0.0275452
107 6.40052 0 0 0 0 1.40391 1.4741 -0.266539
108 6.46062 0 0 0 0 -0.036017 -0.351995 -0.0349228
109 6.52072 0 0 0 0 0.0229679 -0.737471 0.0153412
110 6.58082 0 0 0 0 -0.0834221 -1.02679 0.258772
111 6.64092 0 0 0 0 0.839086 0.0120808 0.75026
112 6.70102 0 0 0 0 -0.314519 1.61992 1.08906
113 6.76112 0 0 0 0 -0.346475 1.60072 1.23463
114 6.82121 0 0 0 0 1.29136 8.38564 2.14622
115 6.88131 0 0 0 0 0.945706 3.44177 2.31538
116 6.94141 0 0 0 0 0.658904 0.614929 2.21852
117 7.00151 0 0 0 0 0.20968 0.974044 2.12315
118 7.06161 0 0 0 0 0.80709 3.83498 2.65624
119 7.12171 0 0 0 0 0.899077 4.68647 2.44518
120 7.18181 0 0 0 0 0.665944 5.23542 2.51785
121 7.24191 0 0 0 0 -0.0305812 2.80639 2.92654
122 7.302 0 0 0 0 1.50473 1.91022 3.23052
123 7.3621 0 0 0 0 0.128243 3.69868 3.55742
124 7.4222 0 0 0 0 -0.645899 2.17585 4.21082
125 7.4823 0 0 0 0 -0.925428 3.62248 5.01871
126 7.5424 0 0 0 0 -0.603327 1.98483 5.04662
127 7.6025 0 0 0 0 -0.845908 0.983539 4.76877
128 7.6626 0 0 0 0 -0.824726 4.17568 5.0221
129 7.7227 0 0 0 0 -0.813431 5.00883 5.02221
130 7.7828 0 0 0 0 -1.16813 5.70457 4.56297
131 7.84289 0 0 0 0 -0.270494 6.15689 4.43287
132 7.90299 0 0 0 0 0.799834 7.14138 4.38302
133 7.96309 0 0 0 0 3.42041 4.84624 4.09181
134 8.02319 0 0 0 0 3.84187 4.05142 3.5994
135 8.08329 0 0 0 0 2.31331 3.17736 3.10567
136 8.14339 0 0 0 0 3.75642 8.07369 2.24773
137 8.20349 0 0 0 0 -1.43836 2.13932 2.77635
138 8.26359 0 0 0 0 -1.22725 -0.944666 2.99934
139 8.32368 0 0 0 0 0.76364 1.74673 2.81274
140 8.38378 0 0 0 0 1.6764 3.0955 2.86164
141 8.44388 0 0 0 0 2.10857 4.30159 2.88336
142 8.50398 0 0 0 0 3.34867 5.08147 3.15835
143 8.56408 0 0 0 0 5.88005 6.75054 2.87655
144 8.62418 0 0 0 0 0.872084 0.250525 2.5344
145 8.68428 0 0 0 0 1.0497 0.178104 2.65869
146 8.74438 0 0 0 0 1.78208 0.220225 2.69052
147 8.80447 0 0 0 0 1.46272 -0.599129 3.05033
148 8.86457 0 0 0 0 2.21018 0.749403 3.61675
149 8.92467 0 0 0 0 2.15604 3.98922 3.74521
150 8.98477 0 0 0 0 1.28717 0.0285286 3.2297
151 9.04487 0 0 0 0 3.53604 4.05192 2.22735
152 9.10497 0 0 0 0 5.75029 8.0111 3.04696
153 9.16507 0 0 0 0 1.22136 1.77188 3.64731
154 9.22517 0 0 0 0 3.57338 2.29423 3.61752
155 9.28527 0 0 0 0 3.95076 3.28617 3.66806
156 9.34536 0 0 0 0 3.08008 5.23542 4.16373
157 9.40546 0 0 0 0 1.88714 4.50259 4.37346
158 9.46556 0 0 0 0 7.08145 3.15118 4.79461
159 9.52566 0 0 0 0 5.23192 3.48605 5.68722
160 9.58576 0 0 0 0 3.85439 6.96317 5.91832
161 9.64586 0 0 0 0 3.41357 4.87281 5.7713
162 9.70596 0 0 0 0 6.17999 6.09535 5.21534
163 9.76606 0 0 0 0 8.11897 11.6945 4.62543
164 9.82615 0 0 0 0 3.60668 1.57689 5.31034
165 9.88625 0 0 0 0 3.57381 2.94956 5.88298
166 9.94635 0 0 0 0 3.79769 2.30536 5.5933
167 10.0065 0 0 0 0 6.38681 2.66338 6.46214
168 10.0665 0 0 0 0 6.78064 4.04163 7.10466
169 10.1266 0 0 0 0 5.90329 5.26942 6.67425
170 10.1867 0 0 0 0 4.61172 4.9543 6.09756
171 10.2468 0 0 0 0 6.17498 4.00419 5.57124
172 10.3069 0 0 0 0 3.3473 4.55227 6.08462
173 10.367 0 0 0 0 3.88547 4.69396 6.47444
174 10.4271 0 0 0 0 2.52775 4.48485 6.11167
175 10.4872 0 0 0 0 1.40612 3.87261 5.79418
176 10.5473 0 0 0 0 0.144254 5.72715 5.46568
177 10.6074 0 0 0 0 0.536799 5.59427 4.63145
178 10.6675 0 0 0 0 1.8713 4.36834 3.94668
179 10.7276 0 0 0 0 8.47781 3.84324 4.30529
180 10.7877 0 0 0 0 6.04382 3.49132 4.65044
181 10.8478 0 0 0 0 6.89782 7.27351 5.59928
182 10.9079 0 0 0 0 8.15539 6.32337 6.11586
183 10.968 0 0 0 0 10.4301 7.75612 6.95658
184 11.0281 0 0 0 0 10.224 6.77831 7.18575
185 11.0882 0 0 0 0 8.03286 5.83864 6.88998
186 11.1483 0 0 0 0 5.16805 6.24485 6.91544
187 11.2084 0 0 0 0 5.54835 8.5233 7.08275
188 11.2685 0 0 0 0 9.30354 6.91963 6.78773
189 11.3286 0 0 0 0 3.80186 3.83008 6.27538
190 11.3887 0 0 0 0 6.90813 5.95626 5.81101
191 11.4488 0 0 0 0 6.6977 4.23018 5.46158
192 11.5089 0 0 0 0 1.76471 4.07099 4.72868
193 11.569 0 0 0 0 3.80196 5.07136 4.62672
194 11.6291 0 0 0 0 4.49168 6.69252 5.51481
195 11.6892 0 0 0 0 5.2724 6.70757 5.62943
196 11.7493 0 0 0 0 3.01351 6.51958 5.22269
197 11.8094 0 0 0 0 2.53846 5.34085 5.4239
198 11.8695 0 0 0 0 8.75134 3.74718 5.24964
199 11.9296 0 0 0 0 9.11102 1.88338 4.92814
200 11.9897 0 0 0 0 9.2701 3.43233 5.07069
201 12.0498 0 0 0 0 3.1013 4.02742 5.67206
202 12.1099 0 0 0 0 2.18068 4.31966 5.90938
203 12.17 0 0 0 0 3.55878 3.94613 5.98057
204 12.2301 0 0 0 0 10.9432 1.7863 5.44378
205 12.2902 0 0 0 0 3.02356 1.86802 4.62793
206 12.3503 0 0 0 0 3.49882 4.90959 4.28234
207 12.4104 0 0 0 0 3.49941 3.12107 4.2088
208 12.4705 0 0 0 0 4.53263 2.88747 3.32678
209 12.5306 0 0 0 0 -0.624837 0.701638 2.90268
210 12.5907 0 0 0 0 0.433304 1.80626 2.79631
211 12.6508 0 0 0 0 2.87274 1.89197 3.11399
212 12.7109 0 0 0 0 5.53492 1.68163 3.12087
213 12.771 0 0 0 0 2.29148 2.25518 3.38071
214 12.8311 0 0 0 0 9.88883 6.90885 3.6463
215 12.8912 0 0 0 0 17.1086 9.1703 3.8524
216 12.9513 0 0 0 0 7.87914 7.96274 3.7478
217 13.0114 0 0 0 0 4.36744 5.93793 3.83378
218 13.0715 0 0 0 0 2.48035 4.47954 3.80323
219 13.1316 0 0 0 0 3.16976 5.23829 3.98239
220 13.1917 0 0 0 0 4.92388 9.93572 3.9522
221 13.2518 0 0 0 0 5.4716 9.27883 4.01257
222 13.3119 0 0 0 0 7.33651 8.98183 4.09823
223 13.372 0 0 0 0 5.0604 6.75448 3.96493
224 13.4321 0 0 0 0 3.79379 4.22426 3.58977
225 13.4922 0 0 0 0 6.32703 3.71214 3.4693
226 13.5523 0 0 0 0 4.90053 0.894205 3.31265
227 13.6124 0 0 0 0 1.25131 1.20304 3.35981
228 13.6725 0 0 0 0 1.28556 4.06898 3.63375
229 13.7326 0 0 0 0 1.4669 8.34655 3.69388
230 13.7927 0 0 0 0 1.77891 2.74024 3.55571
231 13.8528 0 0 0 0 6.74794 3.62503 3.78703
232 13.9129 0 0 0 0 3.97005 6.56685 4.08099
233 13.973 0 0 0 0 5.51469 6.30033 3.72737
234 14.0331 0 0 0 0 8.10743 9.76534 3.70881
235 14.0932 0 0 0 0 5.76414 0.782073 3.39374
236 14.1533 0 0 0 0 9.39541 2.24738 3.68272
237 14.2134 0 0 0 0 8.67573 3.19575 3.59884
238 14.2735 0 0 0 0 6.34581 4.02072 3.47139
239 14.3336 0 0 0 0 2.69386 2.25283 3.4594
240 14.3937 0 0 0 0 3.20721 3.90693 3.72143
241 14.4538 0 0 0 0 0.492441 3.82848 3.78562
242 14.5139 0 0 0 0 1.0143 2.36392 3.79916
243 14.574 0 0 0 0 2.97733 1.09161 4.49654
244 14.6341 0 0 0 0 4.24673 2.39304 4.78843
245 14.6942 0 0 0 0 4.13934 4.47674 4.82094
246 14.7543 0 0 0 0 4.64285 4.49655 5.2149
247 14.8144 0 0 0 0 3.32498 3.29773 5.00073
248 14.8745 0 0 0 0 2.5722 4.3343 5.09397
249 14.9346 0 0 0 0 4.75468 8.80895 5.15884
250 14.9947 0 0 0 0 2.79741 4.64637 5.04586
251 15.0548 0 0 0 0 6.95746 4.51547 5.38809
252 15.1148 0 0 0 0 6.40931 8.1171 5.5396
253 15.1749 0 0 0 0 7.30409 5.83885 5.75616
254 15.235 0 0 0 0 5.67798 9.38641 5.53482
255 15.2951 0 0 0 0 4.18272 4.56521 5.84718
256 15.3552 0 0 0 0 3.98319 2.78801 5.78222
257 15.4153 0 0 0 0 3.87985 2.33052 5.18328
258 15.4754 0 0 0 0 1.8308 3.19946 4.5344
259 15.5355 0 0 0 0 0.53465 2.25141 4.17025
260 15.5956 0 0 0 0 1.09156 1.64467 3.63037
261 15.6557 0 0 0 0 0.634883 1.55441 2.9248
262 15.7158 0 0 0 0 2.11187 1.69892 2.48215
263 15.7759 0 0 0 0 3.74995 3.53944 2.32097
264 15.836 0 0 0 0 5.06912 5.23491 2.20192
265 15.8961 0 0 0 0 5.1377 4.99267 1.89291
266 15.9562 0 0 0 0 4.41537 3.04452 1.90416
267 16.0163 0 0 0 0 5.40547 5.42135 1.18554
268 16.0764 0 0 0 0 0.87558 2.01306 0.22269
269 16.1365 0 0 0 0 0.669247 4.50029 0.192597
270 16.1966 0 0 0 0 0.491586 1.8326 -0.275682
271 16.2567 0 0 0 0 0.711801 0.976216 -0.0250178
272 16.3168 0 0 0 0 2.02858 2.44545 0.288585
273 16.3769 0 0 0 0 2.08666 2.75992 0.331565
274 16.437 0 0 0 0 0.915677 0.572556 0.3245
275 16.4971 0 0 0 0 1.02181 -0.649574 0.386704
276 16.5572 0 0 0 0 1.58783 -0.593873 0.551009
277 16.6173 0 0 0 0 1.502 -1.08957 0.476898
278 16.6774 0 0 0 0 2.53552 -1.04983 0.642086
279 16.7375 0 0 0 0 7.44322 0.552985 0.938794
280 16.7976 0 0 0 0 9.35248 17.2232 1.06224
281 16.8577 0 0 0 0 1.39644 7.2663 0.877439
282 16.9178 0 0 0 0 0.243175 4.02281 1.03314
283 16.9779 0 0 0 0 -1.07351 10.2841 1.43328
284 17.038 0 0 0 0 -0.394346 3.99334 2.06032
285 17.0981 0 0 0 0 -0.826406 2.43089 1.87994
286 17.1582 0 0 0 0 -0.334751 2.82005 2.08608
287 17.2183 0 0 0 0 4.14351 2.44427 2.08648
288 17.2784 0 0 0 0 4.06009 6.10907 1.96234
289 17.3385 0 0 0 0 1.56415 1.62147 2.1372
290 17.3986 0 0 0 0 -0.433205 0.608425 2.04044
291 17.4587 0 0 0 0 -0.93996 0.154701 2.01674
292 17.5188 0 0 0 0 -1.34813 -0.0214671 2.30241
293 17.5789 0 0 0 0 -0.365191 1.71637 2.64089
294 17.639 0 0 0 0 -0.719423 -0.286407 2.14097
295 17.6991 0 0 0 0 -0.725276 -1.97487 1.00717
296 17.7592 0 0 0 0 1.93264 -0.499742 1.03144
297 17.8193 0 0 0 0 -0.333883 -0.0957423 1.67013
298 17.8794 0 0 0 0 -0.605872 1.43716 1.91022
299 17.9395 0 0 0 0 8.14462 2.84659 1.57658
300 17.9996 0 0 0 0 1.37874 2.12407 1.40553
301 18.0597 0 0 0 0 -0.497535 0.4125 1.33287
302 18.1198 0 0 0 0 -0.451748 0.384651 1.51454
303 18.1799 0 0 0 0 -0.149169 0.602369 1.20509
304 18.24 0 0 0 0 0.179026 1.17216 1.10688
305 18.3001 0 0 0 0 0.934821 2.31725 1.42386
306 18.3602 0 0 0 0 5.50048 4.76118 1.30647
307 18.4203 0 0 0 0 1.14125 2.44051 1.12331
308 18.4804 0 0 0 0 0.9549 1.18152 1.17265
309 18.5405 0 0 0 0 0.627176 1.3534 1.26396
310 18.6006 0 0 0 0 2.27843 0.17793 1.12778
311 18.6607 0 0 0 0 2.72164 -0.222451 0.523726
312 18.7208 0 0 0 0 0.621836 0.329262 0.585846
313 18.7809 0 0 0 0 -0.10427 -0.257698 0.319207
314 18.841 0 0 0 0 6.62429 -0.307736 0.460289
315 18.9011 0 0 0 0 1.04636 -0.323418 0.468289
316 18.9612 0 0 0 0 0.971994 1.94655 0.374468
317 19.0213 0 0 0 0 0.521476 2.20689 0.270161
318 19.0814 0 0 0 0 -0.119608 0.607552 0.132149
319 19.1415 0 0 0 0 -0.502952 0.828258 0.306834
320 19.2016 0 0 0 0 -0.650916 1.99428 0.509691
321 19.2617 0 0 0 0 -0.866326 1.93433 0.45373
322 19.3218 0 0 0 0 -1.33335 -0.285275 0.385531
323 19.3819 0 0 0 0 -0.938439 -0.668084 0.311178
324 19.442 0 0 0 0 0.0116963 -0.575951 0.3261
325 19.5021 0 0 0 0 -0.766484 -0.864314 0.296219
326 19.5622 0 0 0 0 -0.649953 -0.750716 0.107615
327 19.6223 0 0 0 0 0.0815865 -0.472175 0.473145
328 19.6824 0 0 0 0 -0.826839 0.666619 0.592345
329 19.7425 0 0 0 0 -1.39341 0.504931 0.484381
330 19.8026 0 0 0 0 -1.34317 -0.750165 0.618883
331 19.8627 0 0 0 0 -1.09542 -0.688174 0.633408
332 19.9228 0 0 0 0 2.86113 0.0026454 0.359282
333 19.9829 0 0 0 0 -0.680316 -0.695062 -0.257942
334 20.043 0 0 0 0 -0.397846 -0.420129 -0.318209
335 20.1031 0 0 0 0 -0.517824 -0.31796 -0.381621
336 20.1631 0 0 0 0 -0.803167 -0.327674 -0.448761
337 20.2232 0 0 0 0 -1.21719 -0.43422 -0.57244
338 20.2833 0 0 0 0 -0.896387 -0.554694 -0.514518
339 20.3434 0 0 0 0 -0.882008 -0.717077 -0.494221
340 20.4035 0 0 0 0 -1.26346 -1.36282 -0.461293
341 20.4636 0 0 0 0 -1.06908 -0.828924 -0.398258
342 20.5237 0 0 0 0 -0.778628 -0.698445 -0.512706
343 20.5838 0 0 0 0 -0.516335 -0.495531 -0.511991
344 20.6439 0 0 0 0 -0.57209 -0.677078 -0.626137
345 20.704 0 0 0 0 -0.477262 -0.647455 -0.355565
346 20.7641 0 0 0 0 -0.230238 -0.350439 -0.16808
347 20.8242 0 0 0 0 -0.182679 -0.314166 -0.126894
348 20.8843 0 0 0 0 -0.33536 -0.206839 -0.0683268
349 20.9444 0 0 0 0 -0.3754 -0.184863 -0.0625408
350 21.0045 0 0 0 0 -0.505885 -0.25826 -0.0415849
351 21.0646 0 0 0 0 -0.445438 -0.309884 -0.112215
352 21.1247 0 0 0 0 -0.598793 -0.254473 -0.14445
353 21.1848 0 0 0 0 -0.413924 -0.0678059 -0.0536311
354 21.2449 0 0 0 0 -0.240179 0.168586 0.00860495
355 21.305 0 0 0 0 -0.273387 -0.00906684 -0.0763393
356 21.3651 0 0 0 0 -0.290905 -0.0196309 -0.0697982
357 21.4252 0 0 0 0 -0.453269 -0.33959 -0.0471636
358 21.4853 0 0 0 0 -0.463443 -0.427737 -0.0589515
359 21.5454 0 0 0 0 -0.372686 -0.365082 -0.234585
360 21.6055 0 0 0 0 -0.322027 -0.316164 -0.28108
361 21.6656 0 0 0 0 -0.360621 -0.298206 -0.283263
362 21.7257 0 0 0 0 -0.480694 -0.375885 -0.266898
363 21.7858 0 0 0 0 -0.277133 -0.270634 -0.223756
364 21.8459 0 0 0 0 -0.165101 -0.207842 -0.170139
365 21.906 0 0 0 0 -0.190132 -0.192185 -0.146475
366 21.9661 0 0 0 0 -0.202895 -0.110022 -0.0629409
367 22.0262 0 0 0 0 -0.159944 -0.0139649 -0.00886673
368 22.0863 0 0 0 0 -0.159805 -0.0138254 -0.00881609
369 22.1464 0 0 0 0 -0.10397 0.0255349 0.00900396
370 22.2065 0 0 0 0 -0.091589 0.0357855 0.0199084
371 22.2666 0 0 0 0 -0.0923182 0.034784 0.0184679
372 22.3267 0 0 0 0 -0.0895035 0.0344659 0.0151841
373 22.3868 0 0 0 0 -0.0759843 0.0487149 0.0275801
374 22.4469 0 0 0 0 -0.0693465 0.0558698 0.0337891
375 22.507 0 0 0 0 -0.0693355 0.0558809 0.0337968
376 22.5671 0 0 0 0 -0.0692875 0.0559289 0.033837
377 22.6272 0 0 0 0 -0.0660155 0.0172156 0.00111781
378 22.6873 0 0 0 0 -0.0565368 -0.0258608 -0.0290766
379 22.7474 0 0 0 0 -0.0552982 -0.0238856 -0.0262086
380 22.8075 0 0 0 0 -0.0423324 -0.0309456 -0.0221572
381 22.8676 0 0 0 0 -0.032196 -0.0482432 -0.0489798
382 22.9277 0 0 0 0 -0.0366015 -0.0770906 -0.0676727
383 22.9878 0 0 0 0 -0.0365405 -0.0770295 -0.0676479
384 23.0479 0 0 0 0 -0.0429943 -0.0945029 -0.0683274
385 23.108 0 0 0 0 -0.0539897 -0.124662 -0.0693458
386 23.1681 0 0 0 0 -0.115197 -0.153298 -0.0687717
387 23.2282 0 0 0 0 -0.127777 -0.153725 -0.0718407
388 23.2883 0 0 0 0 -0.0302152 -0.0638637 -0.0713415
389 23.3484 0 0 0 0 -0.013169 -0.0212371 -0.0689181
390 23.4085 0 0 0 0 -0.0117708 -0.0179349 -0.068648
391 23.4686 0 0 0 0 -0.0117711 -0.0179352 -0.068648
392 23.5287 0 0 0 0 -0.0117709 -0.017935 -0.068648
393 23.5888 0 0 0 0 -0.0117697 -0.0179338 -0.0686472
394 23.6489 0 0 0 0 -0.011769 -0.0179331 -0.0686452
395 23.709 0 0 0 0 -0.0118515 -0.0179493 -0.0682138
